variable,col1,col2,col3,col4,col5,Sector,Subsector,Technology,Fuel,CCS_flag
Capacity|Hydrogen|Coal|w/o CCS,Capacity,Hydrogen,Coal,w/o CCS,,Power,Hydrogen,Hydrogen - Coal,,w/o CCS
Capacity|Hydrogen|Gas,Capacity,Hydrogen,Gas,,,Power,Hydrogen,Hydrogen - Gas,,
Cumulative Capacity|Hydrogen|Gas|w/o CCS,Cumulative Capacity,Hydrogen,Gas,w/o CCS,,Power,Hydrogen,Gas - w/o CCS,Gas,w/o CCS
Water Consumption|Electricity|Wet Tower,Water Consumption,Electricity,Wet Tower,,,Power,Wet Tower,Wet Tower,Wet Tower,
Water Withdrawal|Electricity|Once Through,Water Withdrawal,Electricity,Once Through,,,Power,Once Through,Once Through,Once Through,
Price|Final Energy|Residential and Commercial|Residential|Gases|Natural Gas,Price,Final Energy,Residential and Commercial,Residential,Gases,Residential and Commercial,Residential,Residential - Gases,,
Trade|Emissions Allowances|Value,Trade,Emissions Allowances,Value,,,,,,,
Emissions|N2O|AFOLU|Land,Emissions,N2O,AFOLU,Land,,,Land,AFOLU,,
Emissions|NOx|Energy|Demand|Residential and Commercial|Commercial,Emissions,NOx,Energy,Demand,Residential and Commercial,Residential and Commercial,Demand,Energy,,
Final Energy|Industry|Chemicals|Ammonia|Other,Final Energy,Industry,Chemicals,Ammonia,Other,Chemicals,Ammonia,Other,,
Final Energy|Industry|Chemicals|Liquids,Final Energy,Industry,Chemicals,Liquids,,Chemicals,Liquids,,,
Final Energy|Industry|Other|Electricity,Final Energy,Industry,Other,Electricity,,Industry,Electricity,,Electricity,
Final Energy|Industry|Other|Solids|Fossil,Final Energy,Industry,Other,Solids,Fossil,Industry,Solids,Fossil,,
Final Energy|Industry|Pulp and Paper|Liquids|Fossil,Final Energy,Industry,Pulp and Paper,Liquids,Fossil,Pulp and Paper,Liquids,Fossil,,
Final Energy|Industry|Pulp and Paper|Solids|Bioenergy,Final Energy,Industry,Pulp and Paper,Solids,Bioenergy,Pulp and Paper,Solids,Bioenergy,,
Final Energy|Industry|Pulp and Paper|Solids|Fossil,Final Energy,Industry,Pulp and Paper,Solids,Fossil,Pulp and Paper,Solids,Fossil,,
Final Energy|Industry|Steel|Electricity,Final Energy,Industry,Steel,Electricity,,Steel,Electricity,,Electricity,
Final Energy|Industry|Steel|Gases,Final Energy,Industry,Steel,Gases,,Steel,Gases,,,
Material recycling|Plastics,Material recycling,Plastics,,,,,,,,
Terrestrial biodiversity,Terrestrial biodiversity,,,,,,,,,
Carbon Utilization|CCS|Industry,Carbon Utilization,CCS,Industry,,,,Industry,Industry,,CCS
Emissions|BC|Waste,Emissions,BC,Waste,,,,,Waste,,
Fertilizer Use|Nitrogen|Biological Fixation,Fertilizer Use,Nitrogen,Biological Fixation,,,,,,,
Material footprint,Material footprint,,,,,,,,,
Population|Prevalence of obesity|Children,Population,Prevalence of obesity,Children,,,,,,,
Value Added|Industry|Manufacturing|Pulp and Paper,Value Added,Industry,Manufacturing,Pulp and Paper,,Industry,Manufacturing,Pulp and Paper,,
Final Energy|Industry|Liquids|Bioenergy,Final Energy,Industry,Liquids,Bioenergy,,Liquids,Bioenergy,,,
Final Energy|Transportation|Freight|Liquids|Fossil synfuel,Final Energy,Transportation,Freight,Liquids,Fossil synfuel,Transportation,Freight,Liquids - Fossil synfuel,,
Capacity|Transportation|Rail|Passenger,Capacity,Transportation,Rail,Passenger,,Transportation,Rail,Passenger,,
Discount rate|Energy Supply,Discount rate,Energy Supply,,,,Energy Supply,,,,
Transport|Stock|Road,Transport,Stock,Road,,,Transportation,Road,,,
Capacity|Gases|Biomass|w/o CCS,Capacity,Gases,Biomass,w/o CCS,,Power,Gases,,Biomass,w/o CCS
Capacity|Gases|Coal|w/o CCS,Capacity,Gases,Coal,w/o CCS,,Power,Gases,,Coal,w/o CCS
Primary Energy|Oil|Gases,Primary Energy,Oil,Gases,,,Oil,Oil,Oil - Gases,Gases,
Health|Consumption of alcohol,Health,Consumption of alcohol,,,,,,,,
Land Cover|Water Ecosystems|Wetlands|Peatlands|Rewetted,Land Cover,Water Ecosystems,Wetlands,Peatlands,Rewetted,,,,,
Capacity|Gases|Biomass,Capacity,Gases,Biomass,,,Power,Gases,,Biomass,
Cumulative Capacity|Gases|Coal,Cumulative Capacity,Gases,Coal,,,Power,Coal,Coal - Gases,Coal,
Efficiency|Hydrogen|Biomass|w/o CCS,Efficiency,Hydrogen,Biomass,w/o CCS,,Hydrogen,Biomass,Biomass - w/o CCS,Biomass,w/o CCS
Efficiency|Hydrogen|Gas|w/ CCS,Efficiency,Hydrogen,Gas,w/ CCS,,Hydrogen,Gas,Gas - w/ CCS,Gas,w/ CCS
Lifetime|Hydrogen|Biomass|w/o CCS,Lifetime,Hydrogen,Biomass,w/o CCS,,Hydrogen,Biomass,Biomass - w/o CCS,Biomass,w/o CCS
Lifetime|Liquids|Biomass|w/ CCS,Lifetime,Liquids,Biomass,w/ CCS,,Liquids,Biomass,Biomass - w/ CCS,Biomass,w/ CCS
OM Cost|Fixed|Hydrogen|Coal|w/o CCS,OM Cost,Fixed,Hydrogen,Coal,w/o CCS,Hydrogen,Coal,Coal - w/o CCS,,w/o CCS
Water Consumption|Extraction|Uranium,Water Consumption,Extraction,Uranium,,,Extraction,Uranium,Uranium,Uranium,
Water Consumption|Hydrogen|Biomass|w/ CCS,Water Consumption,Hydrogen,Biomass,w/ CCS,,Hydrogen,Biomass,Biomass - w/ CCS,Biomass,w/ CCS
Water Consumption|Liquids|Fossil,Water Consumption,Liquids,Fossil,,,Liquids,Fossil,Fossil,Fossil,
Water Consumption|Liquids|Fossil|w/ CCS,Water Consumption,Liquids,Fossil,w/ CCS,,Liquids,Fossil,Fossil - w/ CCS,Fossil,w/ CCS
Water Withdrawal|Hydrogen,Water Withdrawal,Hydrogen,,,,Hydrogen,,,,
Water Withdrawal|Hydrogen|Coal,Water Withdrawal,Hydrogen,Coal,,,Hydrogen,Coal,Coal,Coal,
Water Withdrawal|Hydrogen|Gas,Water Withdrawal,Hydrogen,Gas,,,Hydrogen,Gas,Gas,Gas,
Emissions|CO2|Energy|Demand|Industry|Chemicals|High value chemicals,Emissions,CO2,Energy,Demand,Industry,Industry,Demand,Energy,,
Emissions|CO2|Energy|Demand|Industry|Other,Emissions,CO2,Energy,Demand,Industry,Industry,Demand,Energy,,
Population|Sanitation Access,Population,Sanitation Access,,,,,,,,
Disability-Adjusted Life Year|PM2.5,Disability-Adjusted Life Year,PM2.5,,,,,,,,
Capacity|Electricity|Storage|Pumped Hydro Storage,Capacity,Electricity,Storage,Pumped Hydro Storage,,Power,Electricity,Pumped Hydro Storage,Storage,
Final Energy|Gas|Synthetic,Final Energy,Gas,Synthetic,,,Gas&Oil,Gas,Gas - Synthetic,Gas,
Final Energy|Residential and Commercial|Residential|Heating|Electric boilers,Final Energy,Residential and Commercial,Residential,Heating,Electric boilers,Residential,Heating,Electric boilers,,
Lifetime|Electricity|Storage|Pumped Hydro Storage,Lifetime,Electricity,Storage,Pumped Hydro Storage,,Power,Storage,Storage - Pumped Hydro Storage,Storage,
OM Cost|Gas|Synthetic,OM Cost,Gas,Synthetic,,,Gas&Oil,Gas,Gas - Synthetic,Gas,
Secondary Energy|Electricity|Solar|PV|Rooftop PV,Secondary Energy,Electricity,Solar,PV,Rooftop PV,Renewables,Solar,Solar - PV,,
Energy Service|Residential and Commercial|Commercial|Construction rate,Energy Service,Residential and Commercial,Commercial,Construction rate,,Residential and Commercial,Commercial,,,
Energy Service|Residential and Commercial|Commercial|Renovation rate,Energy Service,Residential and Commercial,Commercial,Renovation rate,,Residential and Commercial,Commercial,,,
